STREAM VALUE,10TH,EQ,IQ,TOTAL,DATA,STREAM
60,66.14,16.78,19,35.01,1256.66,Commerce
100,66.43,16.44,17,36.08,1129.31,PCB
60,67.18,13.8,20,35.62,1343.6,Commerce
60,78.79,15.97,19,39.25,1497.01,Commerce
25,57.3,15.56,18,23.76,1031.4,Arts
100,75.29,16.46,18,26.54,1355.22,PCB
100,78.8,16.08,18,35.96,1418.4,PCM
25,80.62,16.08,22,39.25,1773.64,Arts
100,75.7,16.19,20,28.14,1514,PCM
100,66.8,15.92,5,15.73,334,PCB
60,67.54,15.95,16,35.42,1080.64,Commerce
25,77.75,15.79,24,39.25,1866,Arts
100,76.79,13.97,16,39.25,1228.64,PCB
25,74.72,16.6,21,35.31,1569.12,Arts
100,63.26,16.69,8,25.96,506.08,PCB
100,67.45,14.09,15,38.85,1011.75,PCM
100,71.15,15.31,15,23.56,1067.25,PCM
100,73.85,14.11,5,18.71,369.25,PCB
60,58.7,16.24,18,21.86,1056.6,Commerce
60,70.55,13.59,10,27.81,705.5,Commerce
60,64.08,16.83,2,29.61,128.16,Commerce
60,72.94,15.08,24,33.82,1750.56,Commerce
100,85.09,14.64,11,19.09,935.99,PCB
60,85.93,16.47,21,36.52,1804.53,Commerce
60,65.65,14.41,4,35.63,262.6,Commerce
100,77.98,15.05,17,29.66,1325.66,PCM
60,66.02,16.03,13,29.41,858.26,Commerce
60,63.13,17.18,12,28.63,757.56,Commerce
60,65.96,15.25,17,21.66,1121.32,Commerce
100,64.19,14.48,17,25.59,1091.23,PCM
100,72.72,18.07,10,36.62,727.2,PCB
100,68.24,12.75,13,25.08,887.12,PCB
100,81.44,16.49,22,32.66,1791.68,PCM
100,68.28,14.52,9,23.71,614.52,PCB
100,82.62,16.76,14,34.75,1156.68,PCB
25,77.24,14.34,23,39.25,1776.52,Arts
100,85.33,14.51,8,37.83,682.64,PCB
60,58.44,14.92,19,17.9,1110.36,Commerce
100,72.33,15.58,18,22.41,1301.94,PCB
100,74.52,16.84,20,30.76,1490.4,PCB
60,67.81,16.65,20,32.39,1356.2,Commerce
60,87.54,16.39,19,29.53,1663.26,Commerce
100,73.69,17.46,16,36.74,1179.04,PCB
100,77.52,12.95,22,37.42,1705.44,PCM
100,67.7,14.92,11,24.68,744.7,PCB
60,60.67,13.55,10,15.22,606.7,Commerce
60,68.64,14.95,20,20.03,1372.8,Commerce
25,81.54,17.55,21,31.45,1712.34,Arts
60,81.43,14.19,12,28.7,977.16,Commerce
60,49.06,16.43,20,16.66,981.2,Commerce
60,73.87,14.1,17,30.52,1255.79,Commerce
100,86.55,16.92,21,34.82,1817.55,PCB
60,60.25,16.62,16,28.41,964,Commerce
100,62.73,15.66,16,23.24,1003.68,PCM
100,62.65,17.41,8,27.01,501.2,PCB
25,60.41,14.38,18,27.71,1087.38,Arts
25,90.23,15.95,22,39.03,1985.06,Arts
60,72.62,14.87,8,24.48,580.96,Commerce
100,77.89,15.53,8,29.28,623.12,PCM
25,73.89,16.56,16,39.25,1182.24,Arts
100,80.68,14.9,23,39.25,1855.64,PCM
25,76.76,14.23,22,35.58,1688.72,Arts
60,49.63,14.9,19,26.18,942.97,Commerce
60,56.51,14.13,7,21.53,395.57,Commerce
100,86.37,13.95,12,28.04,1036.44,PCB
100,92,15.18,16,38.12,1472,PCM
100,71.91,15.94,18,25.24,1294.38,PCB
100,62.88,15.98,7,23.42,440.16,PCB
100,82.12,15.25,21,34.76,1724.52,PCB
100,81.52,13.54,23,33.12,1874.96,PCM
100,65.66,15.7,13,20.3,853.58,PCB
100,70.8,16.48,21,30.61,1486.8,PCB
100,82.28,17.07,19,31.77,1563.32,PCB
60,70.3,17.17,16,31.04,1124.8,Commerce
60,70.88,16.11,5,25.82,354.4,Commerce
100,75.34,17.41,18,30.75,1356.12,PCM
100,73.01,15.61,21,33.94,1533.21,PCM
100,63.42,16.85,17,29.51,1078.14,PCB
100,73.26,14.86,19,34.46,1391.94,PCM
60,75.62,16.67,21,31.77,1588.02,Commerce
100,76.74,15.6,18,36.86,1381.32,PCM
60,66.41,14.64,16,24.25,1062.56,Commerce
60,56.77,15.49,19,35.07,1078.63,Commerce
60,71.92,16.04,10,22.08,719.2,Commerce
100,64.55,15.07,14,17.82,903.7,PCM
60,61.56,16.24,13,23.58,800.28,Commerce
100,62.51,12.55,16,19.7,1000.16,PCM
60,62.12,16.69,11,25.27,683.32,Commerce
100,81.13,16.7,19,37.99,1541.47,PCB
100,66.65,16.76,10,16.4,666.5,PCB
60,86.52,13.6,6,39.25,519.12,Commerce
100,76.01,15.78,19,28.35,1444.19,PCB
60,70.36,14.45,19,30.55,1336.84,Commerce
60,47.72,15.98,16,23.22,763.52,Commerce
60,60.19,13.7,16,20.05,963.04,Commerce
60,71.72,16.24,19,21.09,1362.68,Commerce
100,81.42,13.37,15,31.6,1221.3,PCB
25,87.53,15.11,17,34.25,1488.01,Arts
60,65.97,16.8,17,22.23,1121.49,Commerce
100,79.23,16.47,16,23.71,1267.68,PCM
60,80.4,17.7,18,25.98,1447.2,Commerce
60,61.91,13.62,0,24.3,0,Commerce
25,71.7,14.51,23,38.7,1649.1,Arts
100,71.42,17.52,16,28.11,1142.72,PCB
60,70.44,16.91,18,19.23,1267.92,Commerce
60,71.29,16.84,18,27.25,1283.22,Commerce
60,58.36,17.85,17,20.63,992.12,Commerce
100,82.8,14.84,5,23.07,414,PCB
100,53.06,17.35,18,32.2,955.08,PCB 
100,84.03,16.43,21,29.17,1764.63,PCB
100,59.18,15.51,19,27.8,1124.42,PCM
100,77.48,12.07,13,37.69,1007.24,PCM
100,72.72,14.82,6,16.84,436.32,PCB
60,63.59,15.82,17,29.3,1081.03,Commerce
100,67.55,13.94,15,25.77,1013.25,PCM
60,71.5,17.06,19,32.42,1358.5,Commerce
100,65.99,12.97,4,20.35,263.96,PCB
100,83.03,13.76,17,32.49,1411.51,PCM
60,69.34,16.42,22,28.39,1525.48,Commerce
100,77.09,14.68,17,30.83,1310.53,PCB
60,79.33,12.79,13,20.24,1031.29,Commerce
100,79.11,15.37,17,33.13,1344.87,PCB
100,81.75,10.98,17,27.87,1389.75,PCB
60,62.64,17.7,9,32.07,563.76,Commerce
100,75.91,16.55,17,34.94,1290.47,PCB
60,75.03,16.5,18,30.63,1350.54,Commerce
100,67.2,13.22,18,27.55,1209.6,PCM
100,75.84,12.25,6,21.87,455.04,PCB
100,74.4,11.64,22,32.38,1636.8,PCM
100,70.42,17.51,20,29.23,1408.4,PCB
60,58.37,13.5,17,24.76,992.29,Commerce
25,78.32,15.74,24,39.15,1879.68,Arts
100,75.17,13.38,15,26.94,1127.55,PCM
100,86.47,17.12,22,26.4,1902.34,PCM
100,72.32,14.13,20,39.25,1446.4,PCM
100,68,17.21,18,34.14,1224,PCM
60,78.85,16.26,24,39.25,1892.4,Commerce
60,61.15,16.1,5,28.12,305.75,Commerce
60,72.85,14.1,23,37.2,1675.55,Commerce
60,67.68,15.97,18,39.25,1218.24,Commerce
100,86.3,16.39,22,36.25,1898.6,PCM
60,58.31,14.78,2,28.39,116.62,Commerce
60,73.01,13.4,20,20.93,1460.2,Commerce
25,57.88,14.06,15,31.79,868.2,Arts
60,73.69,15.48,19,35.54,1400.11,Commerce
25,71.19,12.89,11,30.81,783.09,Arts
100,72.41,15.12,15,24.57,1086.15,PCB
60,58.72,14.99,6,20.63,352.32,Commerce
60,60.28,17.07,0,15,0,Commerce
100,70.45,18.12,14,27.75,986.3,PCB
100,76.9,15.7,15,28.84,1153.5,PCB
100,73.77,13.07,16,36.21,1180.32,PCM
100,71.45,14.48,7,31.54,500.15,PCB
60,77.59,14.66,18,34.14,1396.62,Commerce
100,72.92,14.48,1,34.2,72.92,PCM
100,68.63,13.2,17,32.52,1166.71,PCM
60,68.82,17.46,22,32.95,1514.04,Commerce
100,84.8,15.81,16,26.18,1356.8,PCM
100,69.65,15.07,19,33.24,1323.35,PCB
100,87.91,16.38,17,39.25,1494.47,PCM
100,72.42,13.58,18,26.96,1303.56,PCM
100,72.01,15.46,17,27.34,1224.17,PCM
100,78.88,12.22,18,35.68,1419.84,PCM
100,65.99,14.71,9,27.26,593.91,PCB
100,73.08,12.07,20,32.48,1461.6,PCB
100,80.81,11.54,20,38.02,1616.2,PCM
100,84.07,16.09,22,17.85,1849.54,PCB
100,74.81,16.72,19,34,1421.39,PCB
60,63.23,17.26,6,29.69,379.38,Commerce
60,65.71,14.55,11,25.69,722.81,Commerce
60,76.71,15.69,5,15.42,383.55,Commerce
100,73.36,17.04,15,31.43,1100.4,PCB
100,75.29,17.21,5,30.47,376.45,PCB
100,86.61,15.83,18,21.55,1558.98,PCB
60,53.8,15.99,13,14.8,699.4,Commerce
60,62.88,15.75,11,36.06,691.68,Commerce
100,92,14.47,23,39.25,2116,PCM
100,83.67,15.23,17,32.97,1422.39,PCB
100,74.67,14.54,20,32.04,1493.4,PCM
100,76.21,16.85,22,33.23,1676.62,PCB
100,79.77,13.94,16,29.92,1276.32,PCM
60,73.33,14.6,17,30.69,1246.61,Commerce
100,81.98,15.62,17,39.25,1393.66,PCM
60,58.4,16.6,7,27.59,408.8,Commerce
60,66.88,17.67,6,26.7,401.28,Commerce
100,81.19,15.73,21,26.07,1704.99,PCB
60,76.68,13.06,18,29.58,1380.24,Commerce
60,68.34,14.04,22,19.19,1503.48,Commerce
60,89.64,16.53,11,30.23,986.04,Commerce
100,85.22,14.96,17,28.25,1448.74,PCM
100,88.97,13.35,19,25.64,1690.43,PCM
100,66.98,13.93,0,12.5,0,PCB
100,79.64,14.74,5,27.16,398.2,PCB
100,92,14.24,19,39.25,1748,PCM
60,56.68,15.53,19,21.05,1076.92,Commerce
100,71.21,16.68,12,27,854.52,PCB
60,81.31,16,18,39.12,1463.58,Commerce
100,82.23,13.39,17,30.17,1397.91,PCM
100,72.05,16.4,21,36.03,1513.05,PCM
25,77.48,16.55,23,35.23,1782.04,Arts
100,57.2,16.62,17,36.3,972.4,PCB 
100,74.13,13.91,12,28.23,889.56,PCM
60,82.1,16.25,16,35.89,1313.6,Commerce
100,65.12,17.01,14,18.67,911.68,PCB
100,70.61,12.82,3,25.24,211.83,PCB
100,90.1,15.12,7,35.55,630.7,PCB
100,72.99,15.96,24,37.73,1751.76,PCM
100,67.23,14.51,20,20.33,1344.6,PCB
100,74.37,17.26,11,19.58,818.07,PCB
100,79.23,13.74,6,22.95,475.38,PCB
100,62.97,15.27,7,23.43,440.79,PCB
60,79.93,17.41,17,32.79,1358.81,Commerce
60,64.38,15.25,15,28.19,965.7,Commerce
100,62.77,13.64,17,23.77,1067.09,PCM
100,84.59,16.85,16,34.09,1353.44,PCM
60,71.19,17.74,16,29.98,1139.04,Commerce
25,81.96,15.5,20,35.39,1639.2,Arts
100,63.46,15.04,6,25.12,380.76,PCB
100,80.7,14.18,17,28.18,1371.9,PCM
60,84.57,15.07,12,21.65,1014.84,Commerce
60,73.28,15.91,17,30.62,1245.76,Commerce
100,69.38,11.93,15,25.46,1040.7,PCM
100,70.04,12.83,2,19.58,140.08,PCB
60,72.11,17.17,9,28.62,648.99,Commerce
100,79.34,15.49,9,20.43,714.06,PCB
60,81.99,16.26,20,34.56,1639.8,Commerce
100,55.31,18.25,20,39.25,1106.2,PCB 
60,56.58,16.32,15,24.38,848.7,Commerce
60,59.54,13.51,13,28.8,774.02,Commerce
60,67.15,15.71,11,17.7,738.65,Commerce
60,61.81,15.85,6,20.05,370.86,Commerce
100,83.57,15.95,15,22.52,1253.55,PCM
100,82.44,18.19,11,22.03,906.84,PCB
60,67.7,16.91,18,36.97,1218.6,Commerce
60,78.96,15.34,21,33.14,1658.16,Commerce
60,65.32,14.41,13,22.82,849.16,Commerce
60,81.2,14.94,15,30.27,1218,Commerce
100,49.43,14.52,5,14.92,247.15,PCB 
100,73.91,17,7,32.11,517.37,PCB
100,70.45,14.85,15,32.84,1056.75,PCB
100,79.43,14.84,12,33.96,953.16,PCB
60,49.36,16.24,10,22.07,493.6,Commerce
60,73.16,16.56,20,25.14,1463.2,Commerce
60,68.3,13.4,17,27.13,1161.1,Commerce
100,84.45,14.25,21,25.84,1773.45,PCB
100,70.26,16.99,19,29.59,1334.94,PCM
100,91,15.26,18,37.33,1638,PCB
60,68.4,15.87,19,33.08,1299.6,Commerce
100,71.03,12.74,10,30.8,710.3,PCB
100,68.89,16.19,14,30.61,964.46,PCB
100,80.01,13.46,1,26.26,80.01,PCB
100,56.42,15.16,16,22.4,902.72,PCB 
100,69.28,15.94,7,30.77,484.96,PCB
100,77.37,16.59,18,37.21,1392.66,PCM
25,80.33,15.26,22,36.72,1767.26,Arts
100,74.61,16.23,20,31.61,1492.2,PCM
100,81.34,15.91,13,33.47,1057.42,PCB
60,80.79,15,18,31.61,1454.22,Commerce
100,76.45,13.3,17,23.6,1299.65,PCM
100,76.28,15.9,13,37.74,991.64,PCB
100,74.57,16.98,19,23.25,1416.83,PCB
60,68.86,16.54,11,25.96,757.46,Commerce
60,67.14,15.47,14,27.36,939.96,Commerce
100,78.18,12.95,20,31.94,1563.6,PCM
100,66.72,15.78,21,21.56,1401.12,PCB
60,62.71,17.47,11,28,689.81,Commerce
100,77.23,16.38,16,19.24,1235.68,PCB
100,75.44,14.73,12,28.2,905.28,PCM
100,68.04,13.08,5,21.48,340.2,PCB
60,74.37,15.43,8,20.41,594.96,Commerce
100,74.23,12.86,17,21.51,1261.91,PCB
100,79.71,16.38,21,30.02,1673.91,PCB
100,79.44,16.13,20,33.6,1588.8,PCM
25,85.83,18.25,20,39.25,1716.6,Arts
60,53.35,14.73,19,23.05,1013.65,Commerce
100,71.35,13.54,7,29.12,499.45,PCB
100,85.66,13.58,16,35.87,1370.56,PCB
100,61.24,15.99,20,19.37,1224.8,PCB
60,86.27,18.08,19,35.42,1639.13,Commerce
60,56.05,16.64,11,12.5,616.55,Commerce
25,88.06,18.25,19,38.78,1673.14,Arts
100,62.5,14.15,6,15.8,375,PCM
60,62.25,15.56,19,22.39,1182.75,Commerce
100,74.65,15.37,13,17.74,970.45,PCB
100,78.93,15.83,1,26.37,78.93,PCB
100,78.91,14.56,17,33.95,1341.47,PCM
100,72.91,14.55,13,35.39,947.83,PCB
100,71.83,16.43,22,27.7,1580.26,PCB
100,82.77,14.51,9,22.86,744.93,PCB
100,83.96,14.55,20,25.72,1679.2,PCB
100,74.63,18.24,24,31.56,1791.12,PCB
100,73.33,15.71,17,36.95,1246.61,PCB
60,54.08,16.35,14,29.19,757.12,Commerce
60,67.56,15.63,2,22.1,135.12,Commerce
100,77.18,15.9,11,20.61,848.98,PCB
100,83.36,15.72,19,25.5,1583.84,PCB
60,52.91,12.3,6,22.67,317.46,Commerce
100,69.75,17.7,13,19.02,906.75,PCB
100,77.19,17.74,13,28.21,1003.47,PCB
60,84.49,17.14,24,38.71,2027.76,Commerce
60,63.04,12.97,4,18.57,252.16,Commerce
60,82.94,16.04,0,28.26,0,Commerce
60,70.88,17.9,19,30,1346.72,Commerce
25,69.92,14.27,17,30.97,1188.64,Arts
100,81.59,15.04,16,38.88,1305.44,PCB
100,80.09,15.89,14,26.56,1121.26,PCM
100,68.21,16.98,17,23.96,1159.57,PCB
25,66.25,13.76,14,38.72,927.5,Arts
60,74.94,15.61,15,17.8,1124.1,Commerce
100,63.32,18.12,13,38.5,823.16,PCB 
60,72.16,13.59,9,21.35,649.44,Commerce
100,74.56,18.2,17,23.81,1267.52,PCB
60,63.11,16.43,6,16.69,378.66,Commerce
100,88.94,13.1,21,39.25,1867.74,PCM
60,55.04,18.25,2,24.44,110.08,Commerce
100,82.31,16.29,22,28.68,1810.82,PCB
100,71.52,16.18,18,24.19,1287.36,PCB
100,65.01,13.7,15,22.08,975.15,PCM
100,79.59,15.5,11,30.53,875.49,PCB
60,79.78,17.61,15,39.06,1196.7,Commerce
60,69.26,13.96,0,18.72,0,Commerce
100,71.42,13.73,8,20.47,571.36,PCB
60,73.32,14.31,16,24.24,1173.12,Commerce
100,66.72,16.25,10,20,667.2,PCB
60,70.55,13.66,8,20.62,564.4,Commerce
100,77.14,15.48,13,25.87,1002.82,PCB
60,80.46,13.58,17,26.2,1367.82,Commerce
60,60.45,13.24,5,22.77,302.25,Commerce
60,73.96,18.17,0,19.76,0,Commerce
100,89.64,14.71,20,35.43,1792.8,PCM
60,69.38,16.65,20,31.45,1387.6,Commerce
60,63.58,17.63,9,25.56,572.22,Commerce
60,59.18,15.76,15,33.1,887.7,Commerce
100,86.62,14.15,16,32.35,1385.92,PCM
100,78.19,17.1,17,28.59,1329.23,PCB
100,77.02,15.79,22,37.65,1694.44,PCB
100,80.83,15.66,19,28.19,1535.77,PCM
25,78.7,16.63,21,39.25,1652.7,Arts
100,84.24,14.78,18,31.61,1516.32,PCM
100,63.98,15.36,19,33.54,1215.62,PCM
25,91.57,14.75,24,39.25,2197.68,Arts
100,80.34,16.57,21,39.25,1687.14,PCM
60,92,15.56,19,24.85,1748,Commerce
100,85.93,16.44,17,32.42,1460.81,PCB
60,74.37,15.03,13,25.99,966.81,Commerce
100,73.44,15.93,6,18.49,440.64,PCB
100,78.39,13.84,19,18.15,1489.41,PCB
60,65.17,18.22,7,21.13,456.19,Commerce
100,81.57,13.72,9,26.4,734.13,PCB
100,77.17,15.9,8,26.95,617.36,PCB
60,76.75,16.67,20,32.56,1535,Commerce
100,82.4,17.62,10,31.96,824,PCB
60,69.37,16.18,19,31.05,1318.03,Commerce
100,79.24,16.43,15,26.14,1188.6,PCM
100,81.72,15.74,7,30.06,572.04,PCB
100,76.91,15.51,15,30.64,1153.65,PCB
60,52.45,15.22,22,29.79,1153.9,Commerce
60,77.9,15.01,14,33.03,1090.6,Commerce
60,72.29,17.95,14,24.66,1012.06,Commerce
100,76.58,16.06,23,28.53,1761.34,PCM
100,74.76,13.75,19,23.82,1420.44,PCM
60,65.35,13.12,12,22.99,784.2,Commerce
100,83.95,15.03,8,23.88,671.6,PCB
100,75.39,12.91,14,33.11,1055.46,PCM
25,65.55,16.69,20,24.29,1311,Arts
100,79.14,14.31,4,27.11,316.56,PCB
100,76.4,16.62,17,28.84,1298.8,PCB
60,65.44,15.57,4,22.3,261.76,Commerce
100,60.1,17.45,10,38.08,601,PCB
100,92,16.76,18,33.84,1656,PCM
60,52.07,13.02,16,18.52,833.12,Commerce
100,78.32,15.21,15,28.9,1174.8,PCB
60,72.76,15.22,16,26.9,1164.16,Commerce
100,61.7,14.93,0,22.07,0,PCB
100,83.69,15.5,20,25.13,1673.8,PCB
100,68.97,18.03,9,15.38,620.73,PCB
100,72.81,14.75,14,31.12,1019.34,PCM
100,72.12,18.25,22,30.24,1586.64,PCB
100,71.38,14.24,18,32.05,1284.84,PCM
60,72.56,16.11,12,25.24,870.72,Commerce
100,76.65,15.66,16,38.55,1226.4,PCB
60,60.11,16.88,11,28.51,661.21,Commerce
100,78.38,15.81,23,33.58,1802.74,PCB
60,88.32,18.25,24,39.25,2119.68,Commerce
100,74.84,14.94,15,32.87,1122.6,PCM
100,82.55,16.7,20,38.63,1651,PCB
100,76.76,16.68,15,21.38,1151.4,PCB
100,88.91,18.25,22,35.1,1956.02,PCM
100,72.13,15.09,2,24.34,144.26,PCB
60,64.05,14.1,11,26.44,704.55,Commerce
60,66.89,17.8,16,36.05,1070.24,Commerce
100,77.84,14.92,21,31.22,1634.64,PCM
60,68.2,15.76,14,19.58,954.8,Commerce
100,92,13.61,11,19.69,1012,PCB
60,63.07,14.91,8,12.8,504.56,Commerce
100,76.38,16.2,18,30.13,1374.84,PCM
60,77.68,18.25,22,35.51,1708.96,Commerce
100,72.69,11.7,16,28.07,1163.04,PCB
100,81.72,17.32,6,29.69,490.32,PCB
100,85.5,15.96,20,37.74,1710,PCB
60,58.23,16.91,15,28.14,873.45,Commerce
60,74.77,15.43,10,21.67,747.7,Commerce
100,71.04,15.44,11,16.47,781.44,PCB
60,66.81,14.41,10,35.6,668.1,Commerce
60,83.69,15.06,15,31.12,1255.35,Commerce
60,79.17,14.72,19,32.11,1504.23,Commerce
25,74.77,15.14,19,26.76,1420.63,Arts
25,72.6,17.92,23,39.25,1669.8,Arts
100,74.36,15.06,20,20.7,1487.2,PCM
100,73.73,15.3,17,16,1253.41,PCB
60,80.3,14.33,18,19.6,1445.4,Commerce
100,63.17,18.25,14,30.9,884.38,PCB
60,66.67,16.91,9,30.85,600.03,Commerce
60,76.95,14.43,20,34.14,1539,Commerce
25,78.73,15.93,19,38.42,1495.87,Arts
100,79.18,14.75,22,35.58,1741.96,PCM
100,89.42,15.92,11,38.06,983.62,PCB
100,73.97,16.71,17,29.97,1257.49,PCB
60,73.36,14.16,7,23.84,513.52,Commerce
100,75.54,15.3,16,29.63,1208.64,PCB
100,77.66,13.98,22,26.28,1708.52,PCM
100,78,16.29,19,27.41,1482,PCB
60,72.85,14.38,16,34.34,1165.6,Commerce
100,71.05,14.2,8,24.95,568.4,PCB
100,79.12,12.7,21,26.37,1661.52,PCB
100,63.71,18.25,21,36.63,1337.91,PCB 
25,77.26,16.59,24,39.25,1854.24,Arts
60,73.73,17.14,13,22.72,958.49,Commerce
100,70.05,13.13,14,21.02,980.7,PCB
60,75.99,14.16,8,24.18,607.92,Commerce
60,82.61,16.76,23,39.25,1900.03,Commerce
60,72.67,13.37,15,27.11,1090.05,Commerce
100,64.22,14.27,13,29.06,834.86,PCM
100,83,15.04,15,33.83,1245,PCM
60,76.89,13.9,9,24.46,692.01,Commerce
60,82.79,17.04,24,39.25,1986.96,Commerce
100,72.3,17.93,10,23.51,723,PCB
100,73.56,15.49,8,26.94,588.48,PCB
60,61.62,15.01,17,31.91,1047.54,Commerce
100,58.95,17.16,8,22.15,471.6,PCB
25,76.04,13.84,18,39.13,1368.72,Arts
60,83.48,17.36,14,29.36,1168.72,Commerce
60,74.75,16.23,14,22.66,1046.5,Commerce
25,69.07,16.94,20,21.73,1381.4,Arts
60,54.77,15.35,6,27.95,328.62,Commerce
100,74.9,14.33,18,23.25,1348.2,PCM
100,76.07,13.9,17,28.88,1293.19,PCM
60,68.16,16.13,12,23.09,817.92,Commerce
25,79.04,16.48,19,39.25,1501.76,Arts
60,74.37,16.51,19,31.64,1413.03,Commerce
100,80.99,15,18,14.88,1457.82,PCB
100,87.69,15.41,19,33.98,1666.11,PCM
60,80.57,18.25,23,38.27,1853.11,Commerce
60,51.08,15.19,14,29.89,715.12,Commerce
100,73.73,12.07,16,32.88,1179.68,PCM
100,81.03,15.36,17,25.6,1377.51,PCB
25,79.38,16.81,20,32.77,1587.6,Arts
100,63.74,12.66,15,13.96,956.1,PCB
60,68.68,14.75,4,19.92,274.72,Commerce
60,76.65,18.25,18,34.13,1379.7,Commerce
60,77.78,13.15,8,25.47,622.24,Commerce
60,59.78,16.58,23,31.24,1374.94,Commerce
100,84.2,14.75,19,30.49,1599.8,PCB
100,79.69,17.48,15,25.82,1195.35,PCM
100,78.18,15.99,19,27.44,1485.42,PCB
100,74.69,14.41,18,25.47,1344.42,PCB
100,89.62,15.3,22,39.25,1971.64,PCM
25,76.57,14.58,17,36.35,1301.69,Arts
25,69.23,15.05,6,16.38,415.38,Arts
60,79.44,18.14,4,21.9,317.76,Commerce
25,77.48,15.1,20,36.37,1549.6,Arts
100,86.78,16.26,12,26.66,1041.36,PCB
100,68.59,16.58,21,13.36,1440.39,PCB
25,66.91,15.67,24,32.7,1605.84,Arts
60,59.88,15.59,8,19.47,479.04,Commerce
100,92,16.18,17,23.54,1564,PCB
60,77.48,15.33,19,33.45,1472.12,Commerce
100,72.78,16.82,18,28.22,1310.04,PCM
25,90.46,15.99,23,39.25,2080.58,Arts
60,82.46,14.58,19,39.25,1566.74,Commerce
100,69.5,16.83,9,18.47,625.5,PCB
100,85.96,17.19,16,34.49,1375.36,PCB
25,60.01,15.85,17,38.24,1020.17,Arts
25,76.87,14.52,20,39.25,1537.4,Arts
100,76.64,13.36,18,29.13,1379.52,PCM
60,71.86,15.23,18,23.29,1293.48,Commerce
60,82.85,16.55,17,33.15,1408.45,Commerce
60,70.89,14.88,8,23.16,567.12,Commerce
60,67.8,17.06,22,35.11,1491.6,Commerce
60,60.19,16.27,20,22.33,1203.8,Commerce
60,69.17,15.79,19,35.01,1314.23,Commerce
100,47.47,15.2,13,17.9,617.11,PCB
100,60.55,15.14,15,16.44,908.25,PCB
100,74.11,14.86,21,35.16,1556.31,PCM
100,73.46,16.94,11,21.35,808.06,PCB
100,88.65,13.99,15,33.13,1329.75,PCM
60,59.52,16.09,6,18.19,357.12,Commerce
100,74.16,15.26,8,22.42,593.28,PCB
100,63.53,12.71,20,32.31,1270.6,PCM
100,56.5,15.24,12,12.5,678,PCB
60,67.48,14.83,21,31.95,1417.08,Commerce
100,66.05,15.89,15,30.65,990.75,PCM
100,86.1,11.8,24,28.31,2066.4,PCM
100,76.79,14.72,9,35.16,691.11,PCB
60,85.84,16.89,24,39.25,2060.16,Commerce
100,65.06,14.14,5,29.79,325.3,PCB
100,76.73,13.45,16,37.17,1227.68,PCM
60,77.52,14.13,22,35.89,1705.44,Commerce
60,92,14.31,22,26.11,2024,Commerce
100,71.78,15.04,12,29.17,861.36,PCB
100,74.71,18.25,5,20.69,373.55,PCB
25,70.34,17.45,24,36.44,1688.16,Arts
60,79.21,16.62,15,35.89,1188.15,Commerce
100,84.39,14.04,15,24.78,1265.85,PCB
60,63.11,15.48,7,16.48,441.77,Commerce
100,70.17,15.7,6,19.69,421.02,PCB
100,86.44,15.98,23,38.24,1988.12,PCM
100,80.73,16.83,19,22.14,1533.87,PCB
100,76.24,14.06,9,25.74,686.16,PCB
100,79.05,13.52,17,38.93,1343.85,PCM
100,70.93,12.06,19,18.07,1347.67,PCM
60,49.09,14.72,15,14.13,736.35,Commerce
25,69.59,13.1,19,39.25,1322.21,Arts
60,70.8,17.73,17,26.72,1203.6,Commerce
100,72.3,16.64,14,37.55,1012.2,PCM
100,72.46,15.39,15,27.89,1086.9,PCM
60,68.7,13.86,13,26.25,893.1,Commerce
25,80.74,16.65,21,39.25,1695.54,Arts
100,84.35,14.71,16,31.17,1349.6,PCM
25,66.49,14.11,11,32.76,731.39,Arts
100,70.62,15.86,9,27.52,635.58,PCB
100,92,17.86,12,39.25,1104,PCB
60,71.24,13.85,16,29.61,1139.84,Commerce
60,67.07,15.91,20,22.13,1341.4,Commerce
100,57.47,16.23,4,25.2,229.88,PCB
100,84.57,17.11,21,31.25,1775.97,PCM
60,69.71,16.2,19,22.71,1324.49,Commerce
60,61.69,15.13,19,29.13,1172.11,Commerce
100,81.5,16.53,23,38.24,1874.5,PCB
60,59.63,15.51,5,25.46,298.15,Commerce
60,63.74,14.77,7,26.69,446.18,Commerce
100,84.37,15.87,14,37.59,1181.18,PCM
60,61.07,14.84,20,34.32,1221.4,Commerce
100,87.48,13.94,9,25.21,787.32,PCB
100,82.91,15.95,16,28.42,1326.56,PCB
60,64.79,16.56,18,23.39,1166.22,Commerce
60,76.49,15.11,21,36.39,1606.29,Commerce
60,51.44,13.97,4,15.87,205.76,Commerce
60,70.21,16.77,9,27.06,631.89,Commerce
60,76.08,14.63,12,34.38,912.96,Commerce
60,79.19,15.56,24,39.12,1900.56,Commerce
60,54.74,15.54,9,25.79,492.66,Commerce
100,70.6,13.16,20,36.95,1412,PCB
100,69.01,11.78,15,32.16,1035.15,PCM
60,74.93,12.99,2,24.2,149.86,Commerce
60,69.21,17.02,16,20.76,1107.36,Commerce
100,77.53,13.19,14,30.76,1085.42,PCB
100,76.51,16.18,20,21.43,1530.2,PCB
25,84.17,12.93,19,33.54,1599.23,Arts
25,80.48,15.99,23,39.25,1851.04,Arts
100,80.21,15.51,18,26.64,1443.78,PCM
100,88.78,17.53,19,39.25,1686.82,PCM
100,68.19,15.15,11,12.99,750.09,PCB
