10th,12th,IQ ,O,C,E,A,N,STREAM
94.1,80.57,21,58.6,61.3,32.8,76.8,31.5,PCB
93.1,80.22,17,65.4,67.2,52.2,58.4,52,Commerce
96.54,79.24,17,39.9,42.8,39.9,71.3,31.1,Commerce
92.52,89.15,18,55.2,65.5,43.7,82.9,23,Commerce
90.08,76.81,18,45.8,61.7,52.3,62,23,Commerce
82.5,80.86,43,50.9,72.8,47.1,57.2,23,PCB
97.48,78.52,73,62.5,82.9,62.9,59.3,33.3,Arts
91.04,40,49,35,55.9,28.4,29.7,23,Commerce
99.22,78.68,56,45.4,37.9,32.7,74,31,PCM
93.76,75.41,78,45.5,68.5,85,65.9,23,Commerce
99.18,78.64,15,51.7,70.9,41,62.7,47.1,Commerce
88.43,50.69,54,61,62.7,64.2,70,42.9,Arts
88.64,79.14,59,69.6,43,74.6,71.5,47.5,PCB
98.62,40,16,41.7,46.9,44.7,51.3,48.1,Commerce
93.2,80.17,18,41.9,76.6,36.3,64.8,35.7,Commerce
95.7,77.58,18,49.9,45.1,70.2,73.9,43.5,Commerce
94.12,80.58,19,47.5,50.2,50.9,77.7,40.5,PCB
92.89,78.79,65,57.6,45.2,62.6,54.1,31.6,PCB 
99.22,77.95,54,65.7,87.1,79.1,62.2,45.9,PCB
92.93,75.41,14,57.3,69,54.9,57.9,46.3,PCM
96.75,94.23,24,64.6,75.1,80.4,77.8,33.9,PCM
89.97,78.09,31,45.1,47.9,30.8,55.6,35.5,PCB
84.55,80.6,9,45.4,48.4,50,75.9,36.7,Commerce
84.24,77.28,49,70.8,53.4,43.6,67.8,34.8,PCM
94.76,76.71,15,70,83.4,40,84.9,23.1,Commerce
80.29,81.23,29,41.7,53.2,38.4,84.7,38.2,PCB
84.35,81.09,27,49.2,57.1,26.5,66.1,72.8,PCM
95.41,80.47,22,70.5,66,64.4,78.4,23,Commerce
94.17,77.27,3,78.8,59.1,40.3,63.4,23,PCB
87.9,79.61,20,64.6,49.4,73.9,59.2,33.8,Commerce
95.57,76.37,14,86.2,65,64.8,71.9,23,PCB
99.22,77.68,17,53.4,48.2,44.9,79.4,23.8,PCB
93.21,75.48,40,49.9,64.7,33.8,68.1,50.9,Commerce
88.03,77.8,36,54.9,88.6,65.9,74.8,29.5,PCB
91.11,81.34,19,38.9,52,45,90.5,29.8,Commerce
81.6,92.43,55,50.6,46.6,54.8,44.5,28.6,PCM
91.91,40,19,42.9,59.6,63.5,63.4,29.6,PCB
87.26,75.49,86,55.6,46.3,68.8,47.2,27.3,PCM
93.63,75.3,17,72.5,54.6,61.5,76.8,40.3,PCB
94.95,77,15,45.1,58,28.4,76.5,23,Commerce
95.23,78.25,25,51.2,55.7,38.5,77.3,44.1,Arts
76.64,77.09,13,67.4,45.9,59.8,71.1,24.4,PCM
93.81,73.12,12,53.9,62.5,37.6,91.8,28.6,PCM
99.22,79.7,31,62,51.5,86.4,81.3,34.2,PCM
88.21,79.7,9,74.6,62.8,67.8,84.2,51.6,PCM
90.6,78.86,11,53.4,57.3,25.8,75.3,27.2,Commerce
87.5,82.26,64,64.3,68.3,62.9,70.9,29.2,Commerce
89.57,79.48,59,58.9,87.7,75.4,59.4,25.2,Commerce
96.82,79.38,10,50.1,47.5,53.3,72.9,25.1,Commerce
79.59,75.27,12,35,75.1,51.5,50.4,23,PCM
90.91,79.06,73,55,87.5,58.9,83.3,23.1,Commerce
92.46,78.59,29,58.7,45,49.7,65.5,32.2,Commerce
97.58,79.69,52,56.9,43,48.9,56.8,23,Arts
94.29,82.07,34,49.7,62,63.8,75,32.9,Commerce
72.01,51.01,72,74.3,54.8,63,69.3,23,Arts
99.22,75.95,55,76.4,51.1,58.2,65.5,44.6,PCB
87.28,63.41,19,93.1,63.8,53.9,66.6,28.8,Commerce
86.08,76.74,24,67.8,70.9,53.9,57.2,37.8,Commerce
99.22,73,79,45.7,66.7,41.8,81.2,42.7,PCB
95.54,77.34,7,71.5,65.8,72.8,84.2,40.3,PCB
95.59,79.52,16,44.4,45.2,21.3,69.7,42.4,PCM
98.24,77.37,22,55.3,46.5,63,66.4,24.8,PCB
96.03,79.25,38,66.5,88.6,55.1,69,30.1,Commerce
95.83,98.97,7,43.1,51.5,49.9,71.7,63.2,PCM
93.49,55.88,53,48.2,67.6,51.4,52.6,34,PCM
97.68,88.92,53,54.7,81.3,44.8,61.1,50.1,Commerce
90.57,78.42,55,80.1,57,44.2,75.6,41.1,PCM
77.51,82.44,52,54.1,48.3,33.1,58.6,45.2,PCB
76.18,76.86,73,61.5,77.7,91.8,68.9,30.9,PCM
91.86,91.56,10,56.1,52.5,59.3,43.2,45.5,PCM
90.97,43.68,15,36,92,47.1,63.1,56.1,PCM
92.76,76.27,64,53.5,32.2,43.4,40.9,26.3,PCM
96.89,76.06,22,65,85.3,44.1,83.9,41.9,PCB
92.91,80.4,41,76.4,72,60.5,73.4,39.3,PCB
91.8,58.68,27,59.9,87.9,54.9,65.5,23,PCM
87.29,80.58,13,49,52.6,82,68.1,39.8,PCB
95.64,90.3,35,70.7,61.9,41.7,37,49.9,PCB
78.49,65.22,3,73.9,53.7,42.8,55.9,26.6,Commerce
99.06,77.88,22,70.7,83.2,45.8,81.3,26,Commerce
93.47,78.77,41,58.9,55.1,47.2,85,41.5,Commerce
98.19,81.39,9,59.4,84.2,83.2,81.5,23,PCB
90.46,77.07,18,60.5,49.4,58.3,58.6,52.7,PCB
91.38,43.58,9,62.3,70,44.8,71.8,39.6,PCB
85.91,75.2,33,47.2,74.2,47.3,68.5,39.9,Commerce
97.11,79.48,47,44.4,12.9,42.8,80.5,28.5,Commerce
94.64,76.6,15,45.6,47.1,39.1,70,46,PCM
82.81,75.82,67,47,81.2,39,97.4,49.3,PCB
91.59,80.02,73,54.1,94.1,43.2,61.1,53,PCM
93.72,82.59,29,47.8,86.6,66.7,59.5,46.6,PCB
92.18,40.42,60,63.4,45.5,73.9,76.7,23,PCM
93.54,76.82,16,54.2,91.9,45,68.9,30.8,Commerce
92.17,79.44,57,57.1,71.5,33.6,75.6,57.4,PCM
99.22,77.56,22,48.8,77.5,36.6,52.5,45.5,Commerce
85.89,78.65,81,66.8,77.5,55.6,63.7,23,Commerce
98.97,40,5,64.6,48,58.7,66.5,23,PCB
93.86,79.45,81,74.4,63.1,64.3,60.2,45.5,Commerce
88.49,40.87,22,38.7,47.3,24.1,49.9,35.9,Commerce
95.9,79.34,5,66.3,42.7,49.7,55.7,43.7,Commerce
87.3,75.66,52,52.7,98,67.5,87.4,23,PCM
80.53,76.74,65,59,89,73.3,70,50.5,PCM
93.22,76.5,75,86.9,89.3,59.8,96.7,23,PCB
94.26,52.06,27,75.3,39.2,54.5,69.1,45.7,PCB
92.56,77.31,66,57.2,57.8,29.5,55,42.4,PCM
86.14,42.92,23,65.1,96.1,76.3,72.6,48,Commerce
92.91,45.53,27,50.7,73.1,80.7,55.1,23,PCB
91.24,52.72,13,72.8,72.2,69.4,73.6,36.3,Commerce
98.3,46.28,78,63,39.2,68.5,43.9,30,PCM
97.86,79.6,24,46.3,59.8,55.7,75,42.3,PCM
89.75,78.08,3,41.1,48.3,20.7,71.8,25.8,Arts
94.06,76.17,27,44.1,51.3,55.5,50.3,48,PCB 
89.52,40,4,68.9,63.2,40,89.5,31,PCM
89.27,80.11,44,57.4,63.6,56.6,81.7,46.5,Commerce
88.92,78.97,21,53,56.5,56.8,91.1,67.1,PCB
65,78.25,24,67.9,70.8,52,75.5,41.6,PCB
97.88,80.8,26,57.3,57.4,43,63.1,24.6,PCB
91.4,78.33,20,87.4,69,60.6,78.8,32.6,PCM
89.28,79.88,52,62.9,96.2,51.7,65.8,24.3,PCB
92.29,59.45,48,46.4,54,60.5,41.9,36.6,PCB
84.13,83.14,30,67.1,49.2,64.1,73.1,61.8,PCB
83.74,76.43,14,64.8,42.8,63.5,81.1,28.4,PCB
92.44,80.38,18,77.4,82.1,58.6,57.7,23.5,Commerce
92.39,80.41,56,76.5,51.2,71.9,80.9,34.9,Commerce
90.63,76.14,25,91.1,73,88.5,69.9,23,PCM
86.83,81.39,23,37.4,42,32.1,51.2,39.7,PCM
84.29,77.35,18,40.7,62.9,29.1,55,33.8,Commerce
97.34,78.05,21,51,60.5,20.5,70.1,33.4,Arts
93.31,80.97,68,56,49.4,74.3,81,24.3,PCB
78.03,81.61,62,64.9,56.8,58.6,61.5,35.1,PCM
96.7,52.36,23,59,55,47.1,42.2,37.8,Commerce
93.96,76.26,27,55.2,61.6,69.2,73.8,23,Commerce
92.08,52,81,51.3,51.7,48.8,51.9,40.2,PCM
90.75,81.41,75,57.9,50.4,38.7,77.5,52,PCB
74.04,77.82,41,50.9,47.4,31.5,47.1,45.9,Commerce
90.46,55.89,3,52.4,51.1,41.2,62.8,38.3,PCB
94.3,76.38,55,55.2,50.6,44.4,40.6,25.6,Commerce
89.68,78.19,60,56.3,52.9,54.6,66.4,35.7,PCB 
97.71,74.87,36,80,69.5,93.3,73.1,23,Commerce
96.36,78.47,76,68.4,45,71.3,65.4,27.6,Commerce
92.48,75.38,38,51.4,95.9,38.7,34.3,29.1,Commerce
94.51,40,24,51.4,51.3,45.5,64.5,23,Commerce
96.55,75.05,33,61.4,73.9,51.2,54.2,30.4,PCM
89.15,76.91,62,77.6,81.2,63.1,61,32.9,PCB
86.83,77.72,73,90.2,77.2,41.7,67.8,28,Commerce
94.81,76.42,8,80.2,66.8,67.3,67.7,23.5,Commerce
96.53,76.69,3,71.3,60,49.2,72.3,52.9,Commerce
79.66,79.05,24,80,71.3,49.9,74.3,36.4,Commerce
90.35,72.92,81,82,49.4,68.5,84.2,28.6,PCB 
95.29,48.67,18,65.4,72.5,58.7,72.3,23,PCB
88.37,80.09,16,66.5,71.1,70.2,67.1,31.2,PCB
92.4,47.93,5,45.1,77.4,54.6,74.3,36.6,PCB
86.24,81.54,30,86.4,58.7,60.9,70,56.6,Commerce
92.61,77.51,3,58.7,61.8,66.5,46.8,28.1,Commerce
99.22,78.93,36,57.7,86.9,70.3,60.9,46.2,Commerce
88.72,74.36,52,83,83.2,49.2,76.4,23,PCB
97.84,74.29,22,98,96.6,79.7,90.6,26.6,PCM
91.35,80.14,27,49.6,52.1,45,67.5,54.8,PCB
91.22,79.11,80,52.3,79.9,85.6,69.7,38.8,Commerce
93.01,77.75,83,74.1,59.9,75.6,57.4,50.3,PCB
89.6,78.94,59,72.9,76.7,74.8,84.9,30.8,PCB
94.62,81.64,72,74.5,71.6,49,73.6,35.1,PCB
87.6,78.28,7,63.3,93.8,33.9,92,28,PCB 
87.53,76.14,52,66.8,86.2,73.4,70.1,27.1,PCB
80.47,76.81,3,60.5,51.6,42.2,52.8,64.7,PCM
85.39,79.78,19,58.2,90,30.5,72.2,23,Arts
92.24,77.03,37,61.4,46.7,52.6,92.5,23,PCM
89.19,80.35,19,55.5,53.1,74.5,86.1,40.1,PCB
90.72,59.95,33,46.7,44.3,52.2,57.4,24.1,Commerce
91.36,76.75,27,78.4,88.6,73.1,86.2,23,PCM
94.29,77.23,44,47.6,70.9,41,68.1,48.1,PCB
89.07,50.19,16,67.6,68,48.4,73.3,55.5,PCB
90.87,82.3,11,50.3,46.6,58.1,57,47.2,Commerce
97.26,50.73,13,50,77.4,53.1,80,53.3,Commerce
90.38,79.38,14,56.8,58.9,62.4,86.1,23,PCM
90.39,77.35,26,90.6,87.3,97,82.9,58,PCB
93.83,50.88,14,42,74.5,43,60.6,23,Commerce
97.02,81.08,15,55.2,52.2,34.5,58,61.8,PCB
91.32,76.87,77,68.9,62.7,71.3,80.1,52.2,PCM
84.02,77.63,46,84,71.4,89.3,84.6,23,PCB
94.82,80.41,69,84.4,78.1,86,83.1,37,Commerce
78.02,47.29,24,58.1,70.7,44.6,71.9,36.3,PCB
98.26,76.37,25,68.8,73.3,97,79.8,38.7,PCB
97.75,74.7,22,52.2,83.3,56.4,86.3,50.9,PCM
71.76,74.41,11,77.2,81.3,32.5,70.4,29.4,Arts
95.92,74.69,9,71.6,46,46.8,84.6,27,Commerce
91.87,82.37,39,76.8,97.5,64.5,93.7,23,PCB
68.56,79.24,29,56.3,61.2,68.7,78.2,49.5,PCB
92.33,49.37,16,63.7,70.8,58.9,65.3,31.7,PCB
84.6,77.69,29,68.2,46.4,68.8,68.4,65.9,Commerce
72.16,73.63,37,52.5,41.2,71.2,71.5,26.5,Commerce
86.6,78.37,29,39.4,47.5,74.4,47.3,49.1,Arts
93.1,82.27,19,35,57.8,33.5,67.8,42.4,PCM
74.15,81.35,3,50.4,73.9,38.5,63.2,23,Commerce
93.64,77.12,61,61.3,43.9,61.4,64.8,23,PCB
88.11,53.49,16,53,61.7,25.9,84.1,39.7,PCB
99.22,79.23,68,59.5,59.9,65.3,76.1,30.1,PCM
95.93,78.94,70,59.9,58.7,30.7,76.5,40.3,PCB
91.89,83.46,29,36,48,75.5,53.3,49.6,PCB
86.23,77.38,58,54.8,65.6,71.7,77,32.8,PCB
87.32,65.51,74,52.6,93.4,62.2,53.3,30.1,PCB
91.88,82.58,27,67.3,69,61.8,37.5,27,PCB
96.81,78.08,6,44.2,80.7,40.1,77.6,39.5,PCB
92.8,79.58,59,65.7,46.2,58.5,92.6,45.2,Commerce
92.2,78.09,15,44.9,47.5,43,49.3,32.3,Commerce
99.22,79.27,16,48.5,43,38.7,74.3,31.6,PCB
95.98,81.23,68,91.1,97,68.5,62.8,23,PCB
84.47,75.77,20,54.1,56.8,52.6,54.1,40.5,Commerce
89.12,79.06,16,47.9,46.1,27.8,58.8,39.5,PCB
96.08,79.34,31,65.5,82.6,68.6,62.5,53.8,PCB
92.38,75.41,25,66.3,12.5,63.4,89.7,23,Commerce
69.13,82.09,12,42.6,53.5,48.7,68.1,29.9,Commerce
88.08,78.45,70,80.6,56.5,80.7,76.2,47.6,Commerce
84.95,78.64,7,63.1,55,65.1,60.1,31.1,Commerce
91.89,79.42,23,52.9,53.3,26.7,79.7,49.2,Arts
88.07,53.26,52,76.5,66.2,31.3,82.7,43.9,PCB
91.32,77.12,10,62,42.7,44.1,78,33.9,PCM
94.78,81.83,24,62.1,50.8,44.9,72.8,41.6,PCB
86.96,75.74,22,66.9,71.2,59,52.1,42,Arts
92.9,82.5,31,76.7,88.5,84.1,81.2,50.3,Commerce
85.09,76,86,98,76.1,91.1,64.5,34.8,PCB 
90.56,75.78,43,48.6,86.2,51.6,60.6,42.8,Commerce
99.22,80.72,10,61,82.3,61.4,69.4,40.3,PCB
96.24,78.49,51,43.9,44.6,28,52,23,Commerce
94.78,78.53,32,57.7,58.3,46.8,83.8,44.2,PCM
95.03,75.74,66,51.2,90,65.4,79,30.8,Commerce
92.44,73.62,22,84.7,86.4,63.3,75.2,33.3,PCB
95.71,75.49,23,67.2,86,53.6,77.4,37.8,PCB
93.13,79.95,43,69.2,26.5,64.9,75.8,55.5,PCM
95.78,73.31,22,67.5,82.1,68.4,68,26.7,PCB
96.15,76.6,61,65.5,54.5,79.1,55.9,26.9,Commerce
92.78,77.67,60,49.6,71.5,39.2,63.5,35.8,Commerce
89.53,75.71,42,61.2,71.8,65.7,62.6,29.7,PCB
91.17,77.61,16,89.2,20.6,82.7,83.7,42.6,Commerce
91.26,80.87,23,64.7,12.5,82.5,62.6,47.2,PCB
96.21,77.03,25,57.4,77.7,48,67.8,23,Commerce
88.53,78.39,31,80.8,66.3,35.4,61.1,76.1,PCB
90.91,80.56,44,60.5,58.7,65.4,81.6,46.1,Commerce
90.26,85.17,26,51.6,86.8,52.5,66.5,47.3,Commerce
88.6,79.37,30,64.6,87.5,82.2,72.1,32.3,Commerce
89.87,72.63,23,98,84.1,42.4,91.9,23,PCM
99.22,80.47,71,52.7,63.7,48.8,75.3,28.2,Commerce
84.58,80.43,54,46.4,49.4,25.4,82.8,23,Commerce
96.34,76.86,31,64.1,88.5,60.4,54.2,23,Commerce
86.9,80.63,27,45.6,53.8,59.9,59.8,28.8,PCM
75.58,79.5,50,82.4,48.1,70,60.3,27.6,PCB
95.41,76.77,19,65.5,57.4,48.6,66.1,24.9,PCB
98.24,77.99,25,50.1,80.9,90.3,66.1,23,PCM
87.53,75.85,19,54.1,90.6,48.9,68.5,37.1,Arts
89.47,79.32,66,75.2,35,51.2,69.9,47.3,PCM
90.99,79.29,19,59.5,94.5,46.6,66.9,33.6,PCM
98.83,77.82,11,58,50,41,46.2,23,Arts
86.83,77.4,42,52,56.6,41.1,50,35,PCM
74.48,76.72,17,56.2,57.3,33.7,78.4,72.3,Commerce
97.82,83.36,68,79.1,62,56.4,75.4,58.4,PCB
95.27,76.67,22,52.5,17.9,57.8,81.4,23,Commerce
87.63,74.93,20,68.5,88.4,56.6,78.8,23,PCB
92.96,97.38,42,60.9,65.9,30.9,69.9,42.5,PCB
98.06,77.43,28,63.6,54.2,77.3,63.9,39.8,Commerce
96.54,74.22,21,48.4,73.7,54.9,50.3,29,PCB
95.51,51.55,66,68.8,82.7,52.6,54.2,23,PCB
75.98,78.2,52,67.9,57.6,46.4,79.3,53,Commerce
99.22,77.93,28,44.2,75.1,53.5,63.7,34.9,PCB
90.09,40,7,62.1,52.7,52.4,69.9,46.8,Commerce
84.58,86.66,17,53.1,55.1,74.2,73.4,23,PCM
94.36,77.27,36,70.1,81.6,80.6,50.2,30.1,PCB
94.32,75.96,72,78.9,75.5,64.5,78.1,24,PCB
92.15,76.97,22,71.6,67.3,61.7,72.2,54.4,Commerce
91.71,77.64,26,40.3,93.7,38.2,69.9,46.4,Commerce
87.93,80.63,10,78.5,51.6,48.6,73.5,27.1,Commerce
92.04,59.42,25,52.8,57.7,53.8,57.4,37.4,PCM
93.34,83.98,26,48,65.2,53.3,79.2,42,PCM
87.93,82.32,34,59.2,62.7,49.8,85.4,25.1,Commerce
83.66,78.21,30,47.4,68,83.3,63,23,PCB
79.35,75.63,15,56.4,73.8,76.5,70,23,PCM
88.24,76.66,14,45.7,64.8,62.6,48.9,34.2,Arts
97.92,76.19,26,56.3,75.7,67.9,49.3,23,PCB
89.04,74.59,28,55,85.5,76.9,82.7,23,PCB
96.82,74.99,22,67.5,90.8,59.9,99,34.9,Commerce
91.11,75.34,20,61.9,79.9,52.4,65,23,PCB
89.62,77.7,9,55.8,82.6,88,79.1,23,PCM
91.96,79.9,13,53.3,50.1,45.6,41.5,43.9,Commerce
93.67,75.16,61,69.9,30.9,57.1,51.1,26,PCB
97.18,78.45,54,70.6,25.5,40.3,66.4,23,Commerce
87.89,78.06,76,72.2,89.5,97,67.3,23.7,PCB
83.75,41.57,13,48.4,81.2,54.5,59.3,49.5,PCB
97,78.37,26,52.5,57.1,70.9,55.6,23,PCB
94.92,77.24,11,70.8,50.6,56.2,60.3,32,PCM
93.27,80.37,21,59.7,49.8,53,90,48.6,PCB
88.54,84.31,29,50.3,78.4,46.3,75,34,PCM
97.31,77.44,17,75.1,73.3,72.3,81.5,50.8,Commerce
91.63,78.21,17,41.6,94.1,52.1,52,38.5,PCB
84.21,75.72,24,58.7,67.7,83.9,45.1,28.7,Commerce
99.08,75.14,13,63.1,70.3,72.5,46.5,23,PCB
96,79.96,73,44.4,61,52.8,54.9,25.3,Commerce
95.29,79.08,20,70.4,50.6,52.1,58.7,53.6,PCM
95.26,81.65,27,43,63.4,39.7,48,23,PCB
91.57,47.48,13,56.1,54.8,62.7,72.3,34.2,PCB
85.74,77.24,63,47.2,82.6,69,88.6,34.5,PCM
89.34,79.61,31,63.9,52.2,29.1,45.8,25.8,PCB
93.96,76.1,22,54.9,55.4,60.2,68.2,32.4,Commerce
90.48,77.37,37,60.1,60.8,78.1,78.9,23,Commerce
99.22,44.51,23,44.6,63.9,55.6,81.7,40.1,PCM
96.74,80.51,48,60.1,49.8,24.5,62.2,44.4,Commerce
90.84,74.52,44,60.5,72.3,41.3,70.6,23,PCB
96.28,82.51,15,51.1,53.7,69.6,77,30.1,Commerce
89.98,78.27,9,55.5,44.2,41.3,57.9,46.8,PCM
83.97,78.23,6,52.3,85.4,44.4,77.4,33.8,Commerce
90.11,83.65,7,65.7,52.7,43.7,73.5,59.7,PCB
88.78,76.27,75,63.9,83.9,55.5,65.5,32.8,PCB
95.51,45,59,47,55.3,43.6,76.5,27,PCB
97.09,73.73,35,74,90.8,79.8,67.3,23.4,Commerce
80.27,70.65,16,54.8,57.1,44.2,75.8,23,Commerce
91.23,79.57,57,35.2,51.6,62.6,63.5,32.7,PCB
96.14,86.54,22,43.4,74.7,40,79,37.1,Commerce
97.49,78.67,15,49.5,56.2,78.7,70.4,23,Commerce
88.57,76.2,24,67.5,65.9,79.2,76,28.6,Commerce
90.25,79.96,74,51.6,85.3,80,82.6,23,Arts
91.55,83.33,34,73.2,53.1,72.3,91.7,23,Arts
74.83,78.82,23,57.2,60.5,49.7,70.2,23,PCM
88.39,75.95,22,54.5,56.5,57,61.6,23,PCB
86.5,79.04,10,72.4,78,62.3,77,41,Commerce
93.18,58.23,52,51.6,53,27.8,71.2,41.5,PCB
95.43,44.67,21,48.2,92.6,63.7,77,38.8,Commerce
90.15,40.93,23,59.7,70.4,72.7,88,23,Commerce
93.81,82.98,17,53.7,72.3,76.7,64.5,45.2,Arts
98.7,76.13,57,35.4,80.2,43.8,76.7,38.6,PCM
92.75,77.6,74,68.9,98,47.9,76.5,33.5,PCB
92.63,73.31,22,41.9,92.8,54.5,64.9,23,PCB
86.02,76.16,57,55.5,61.9,38.6,80.8,32.3,Commerce
79.49,40.87,10,37.5,81.3,43.5,62,23,PCB
92.39,79.65,18,63.2,80.5,49.1,71.7,23,PCM
87.17,81.76,62,77.9,86.1,48.6,68.6,30.3,PCB
88.76,76.45,9,46.5,53.8,25.4,58.7,27.2,Commerce
93.95,60.36,18,54.5,43.5,48,67.4,57.1,PCB
97.41,78.38,7,57.2,42.2,60.8,59.9,38.9,PCB
96.22,81.01,16,41.6,55.1,65.4,41.9,35.1,PCB 
94.39,78.57,55,74.7,25,58.4,73.7,35.1,Arts
95.13,78.57,20,43.1,84.4,34.4,63.6,25,Commerce
99.22,80.43,18,94.2,75.1,80.4,86.6,31.9,PCB
87.61,73.89,16,73.5,53.9,49.1,79.9,23,Commerce
89.97,76.27,76,50.6,88.8,55.1,74.9,23,Commerce
81.36,81.35,8,47.5,65.9,51.8,67.4,56.2,Commerce
86.26,78.28,69,91.8,64.2,52,81.6,23,PCM
81.42,80.68,21,50.9,73.3,52.4,71.1,31.7,PCM
95.73,77.72,39,64,50.5,58.6,75.4,55,Commerce
90.14,77.28,50,45.9,89.3,78.4,72.2,23,Commerce
88.17,40,16,43.1,69.7,74.2,51.5,29.9,PCB
92.17,82.29,25,72.7,83.1,43.1,40.9,23,PCB
96.76,78.01,15,64.1,78.5,37.4,70.1,41.5,Commerce
91.83,78.51,27,51.4,49.3,47.4,68,38.4,PCB
77.34,72.84,16,56.1,84.1,71.1,42.3,45.5,Arts
89.03,76.87,22,61.4,47.7,81.5,66.8,35.6,Commerce
88.36,80.34,58,66.1,48.3,54.8,50.1,39.2,Commerce
76.34,78.33,63,40.8,58.5,46.7,49.4,26,Arts
89.33,78.22,22,61.8,74.2,48.9,54.7,40,Commerce
91.21,79.39,31,76.5,84.7,84.2,86.7,31.2,PCM
96.16,78.18,45,54.7,56.1,44.4,48.2,49.7,PCM
85.24,43.58,8,58.7,88.3,62.7,67.8,31.2,Commerce
87.83,78.07,57,57.4,54.7,55.4,58.2,23,Arts
98.07,76.85,13,61.9,76.2,59.7,91.9,35.8,Commerce
98.02,80.97,27,52.9,49.7,36,70.3,27,PCB
90.7,88.09,21,52.2,80.2,56.4,68.7,44.9,PCM
93.4,78.69,18,70.3,65.6,73,87.2,24,Commerce
90.21,79.7,3,70.3,49.8,97,99,23,Commerce
94.14,77.14,26,36.6,58.9,48.2,70,49.1,PCM
95.07,82.17,57,46.3,61.5,72.4,63.4,45.4,PCB
70.74,76.81,55,75,84.6,62.7,68.1,28.8,Arts
94.77,76.74,23,36.1,58.8,61.9,37.3,50,PCB
98.11,76.51,29,64.6,72.2,69.8,64.6,49,Commerce
99.22,41.81,13,67.9,55.4,48.7,78.5,36,Commerce
94.18,78.43,21,46.2,58.8,51.1,71.2,41.4,Commerce
98.27,81.14,22,70.7,52.4,44.8,83.8,31.7,Commerce
89.93,78.78,33,59,60.5,46.5,50.7,63.2,PCB
86.64,44.11,17,56.5,62,39.6,69.6,38.8,PCM
91.7,83.66,19,50.4,73.1,53.2,60.3,47.7,PCB
94.15,76.54,13,45.1,84.3,26.9,72.8,35.3,PCB
89.94,80.34,71,47.2,51.8,54.5,53.8,29.6,PCM
88.34,79.81,11,63.7,44,44.8,65.5,39.8,Arts
76.91,74.13,16,74.6,55.1,51.1,73,40,Arts
97.65,77.81,20,58.8,79.7,51.5,84.4,29.6,Commerce
91.27,40,35,98,85.7,76.7,87.2,23,Arts
77.48,81.14,24,70.7,20.4,58.9,89.1,23,PCB
96.45,78.68,26,79.2,62.9,72.6,79.1,55.5,PCB
89.41,80.88,25,44,55,37.6,71.2,23,Arts
77.34,85.21,62,62.9,44.2,84.6,67.1,39.3,Commerce
93.37,79.21,14,67.6,92.4,71.4,81.8,23,PCB
86.72,86.31,23,70.7,89,39.6,46.4,23,Commerce
89.86,55.12,19,63.2,52.2,55.8,66.3,23,PCM
74.1,82.51,17,68.7,76.9,90.8,90.5,23,Arts
87.86,76.01,63,63.9,58.9,43.7,65.5,65.2,Commerce
86.87,75.38,10,44.7,47.5,43.7,42.8,48.1,PCB
84.61,86.1,16,47.7,45.6,72.5,60.3,43.1,PCB
95.62,77.45,14,49.5,84.7,46.4,55.5,23,Arts
94.55,75.18,51,57.3,27.2,54,58.5,23.3,Arts
97.52,79.91,8,52.9,64.3,44.5,61.2,35.8,PCM
96.39,78.44,7,66.1,41,51.1,60.9,33.3,Commerce
92.62,77.74,22,55.5,80.8,70.7,53.8,23,Commerce
97.73,78.86,17,80.1,35.3,68,77.1,43.2,Commerce
96.16,45.95,29,68.7,78.7,42,75.4,36.7,Commerce
95.1,40,12,68.2,58.5,70.9,76.6,31.8,Commerce
89.88,86.7,81,37.8,53.6,38.7,58.8,51,Commerce
81.22,76.72,22,74.5,61.2,82.2,54.2,56.7,PCB
89.38,79.97,29,76.7,68.1,53.8,79.3,42.8,PCB
92.86,74.77,34,64.2,88.2,46.3,97.3,23,PCM
92.15,78.29,38,92.9,46.3,82.8,70.4,24.4,PCB
98.07,81.75,66,63.9,74.3,37.6,90.7,23,PCM
98.96,79.16,11,66.5,54.1,54.3,51.8,23,Commerce
86.65,76.57,11,49.9,61.8,30,82,45.8,PCB
97.92,76.41,21,47,50.4,66.4,58,34.8,PCM
86.9,77.46,28,49.1,97.1,49.3,66.2,26.6,PCB
94.41,80.47,4,80.7,60,57.8,52.6,29.6,Commerce
93.98,78.22,72,60.4,38.6,30.1,87.7,32.7,PCM
89.54,76.09,77,96,88.3,81.6,73.2,28,PCM
92.86,76.26,18,74.1,83.5,68.1,90.8,23,PCB
90.17,77.83,53,51.2,72.8,75.1,81.3,47.2,Commerce
94.49,80.93,28,65.5,47.3,52.3,39.2,23,PCB
83.2,76.64,15,52.4,52.2,33,55.3,23.5,PCM
99.22,75.47,19,53.4,52,37.4,90.1,23,Commerce
96.61,55.97,67,58.8,92.6,91.5,47.3,30.5,Commerce
89.27,78.47,13,69.5,78,63.6,65.3,31.7,PCB
86.81,79.97,52,58.9,71.7,61.6,83.1,69.3,PCB
96.59,74.43,16,40.5,53.5,33.2,65.6,75.7,Arts
97.05,44.36,61,48.7,49.9,23.4,33.1,49,Commerce
92.65,77.5,74,61.6,68.7,81.7,70.4,33.3,PCB
82.39,78.19,12,76,42.5,79.9,52.3,44.9,Commerce
99.22,77.35,20,50.9,80.6,68.1,79.4,34.5,PCB
91.1,75.39,28,74,68.1,46.1,45.5,35.5,PCM
